,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
3105,Nayhalod,at post nayhalod,Panzhra River,Near Bus Stop,nayhalod,424002.0,,20.8857,74.88155,0.0,SubCentre,Maharashtra,Dhule,Dhule,Dhule
3106,Kashid,UNSURVIED GAAVTHAN,KASHID VILLAGE,NEAR KASHID ANGANWADI,KASHID,402201.0,,18.44698173,72.90548359999998,11.0,SubCentre,Maharashtra,Raigarh,Murud,Murud
3107,Mukti,at post Mukti,Bhirdai Road,Near Datta Mandir,Mukti,424301.0,02562-258249,20.888848199999998,75.1719883,0.0,Primary Health Centre,Maharashtra,Dhule,Dhule,Dhule
3108,Borgaon Meghe,Sub Center Borgaon Meghe,Near Anganwadi,Borgaon Meghe,Borgaon Meghe,442001.0,,20.562245,78.236525,0.0,SubCentre,Maharashtra,Wardha,Wardha,Wardha
3109,Chapadgaon,PHC CHAPADGAON,SHEVGAON GEVRAI ROAD,,,414503.0,2429245345,19.353259,75.368249,0.0,Primary Health Centre,Maharashtra,Ahmadnagar,Shevgaon,Shevgaon
3110,Kalwan2,SC KALWAN 2,SAPTGAD ROAD GAVTHAN,"GAVTHAN, MR.PAWAR&#39;S HOME (RENTED)",AT POST KALWAN,423501.0,,20.50555,74.04564,0.0,SubCentre,Maharashtra,Nashik,Kalwan,Kalwan
3111,Umbarthan,PHC UMBARTHAN,NEAR SURGANA ROAD,NEAR MARKET,UMBARTHAN,422211.0,2593202392,20.57324,73.55854000000001,0.0,Primary Health Centre,Maharashtra,Nashik,Surgana,Surgana
3112,Vithalraopetha,Near PHU,At. Vithalraopetha Chek,Po. Vithalraopetha Mal,Vithalraopetha Chek,442504.0,,19.072907,79.883566,125.598,SubCentre,Maharashtra,Gadchiroli,Sironcha,Sironcha
3113,Mannerajaram,Mannerajaram,Mannerajaram,Z.P.  Primary School,Bhamragad,442704.0,,19.297129,80.393829,197.377,Primary Health Centre,Maharashtra,Gadchiroli,Bhamragad,Bhamragad
3114,Pardi Makta,Subcenter Pardi,Nagpur Highway,Mardi Makta,Pardi Makta,431704.0,,19.327069,77.38591,0.0,SubCentre,Maharashtra,Nanded,Ardhapur,Ardhapur
3115,Pauldawana,Subcentre Pauldawana,,,"Post Sawali, Tah.Deori, Dist. Gondia",441902.0,,21.193375,80.35880999999999,0.0,SubCentre,Maharashtra,Gondiya *,Deori,Deori
3116,Garada,sc Garada,garada,Rural,Lakhani (4041),441804.0,8888200530,21.3847655,79.95564240000002,0.0,SubCentre,Maharashtra,Bhandara,Lakhani,Lakhani
3117,Shewdi,SC Shewadi,Shewadi,,Shewadi,431708.0,,19.0471973,77.1456402,5.0,SubCentre,Maharashtra,Nanded,Loha,Loha
3118,Dehera,At Dehera,Post Dehera,,Jawhar,401603.0,,20.000581,73.1750537,244.0,SubCentre,Maharashtra,Palghar,Jawhar,\N
3119,Jalgaon Arvi,Jalgaon Arvi,Sub Centre,Jalgaon Arvi,Primary Health Centre,444709.0,07222 232260,20.78,78.12,291.0,SubCentre,Maharashtra,Amravati,Dhamangaon Railway,Dhamangaon Railway
3120,Pasarani,710,\N,,Pasarani,412803.0,,17.948175,73.848445,0.0,SubCentre,Maharashtra,Satara,Wai,Wai
3121,Mardasgaon,Sub Centre Mardasgaon,Mardasgaon,Post Office Gangakhed,Taluka Gangakhed Dist Parbhani,431514.0,,19.274706100000003,76.27397950000001,392.0,SubCentre,Maharashtra,Parbhani,Gangakhed,Gangakhed
3122,Kuntoor,Kuntur,Kuntur,Kuntur,Kuntur,431709.0,,18.9081843,77.5603008,0.0,Primary Health Centre,Maharashtra,Nanded,Naigaon (Khairgaon),Naigaon
3123,Kondala Zanbare,Sub Centre Kondala Zanbare,Kondala Zanbare,Anganwadi Center,Washim,444505.0,,20.173835999999998,77.13418,0.0,SubCentre,Maharashtra,Washim *,Washim,Washim
3124,Chincholirao,atpost chincholirao talaku dist latur,,,,413531.0,,18.37268,76.4620928,0.0,SubCentre,Maharashtra,Latur,Latur,Latur
3125,Rampur,PHC Rampur,Shiroli Raod,Near Shiroli,Near School,445307.0,,20.0626002,78.2334352,0.0,SubCentre,Maharashtra,Yavatmal,Ghatanji,Ghatanji
3126,Misapiri,Subcentre Mispiri,,,"Post Mispiri, Tah.Deori, Dist. Gondia",441901.0,,20.775375,80.54145799999999,0.0,SubCentre,Maharashtra,Gondiya *,Deori,Deori
3127,RH Kalameswar,"Rural Hospital, Kalmeshwr",Taluka Kalmeshwar,Opp. Bus Stand,Kalmeshwar,441501.0,07118- 271245,21.235622,78.917542,0.0,Community Health Center,Maharashtra,Nagpur,Kalameshwar,Kalmeshwar
3128,Waigaon,Waigaon,Waigaon,Waigaon Agnawadi center,chamorshi,442603.0,,19.790772,79.870262,197.815,SubCentre,Maharashtra,Gadchiroli,Chamorshi,Chamorshi
3129,RH Telhara,Rural Hospital Telhara,Malegao Naka,Kotha Road,Telhara,444108.0,7258231120,76.833487,21.029472,0.0,Community Health Center,Maharashtra,Akola,Telhara,Telhara
3130,Vasare,Sc Vasare,Chahade Tandulvadi Road,Z p School,Palghar,401403.0,,19.675741,72.8476141,46.0,SubCentre,Maharashtra,Palghar,Palghar,\N
3131,Kolhar,Sc Kolhar,,Near Grampanchyat & end of the mount of God Kolubai Temple,Pathardi,414106.0,9850014206,19.204587,74.88779,0.0,SubCentre,Maharashtra,Ahmadnagar,Pathardi,Pathardi
3132,Sonai,,Sonai-Rahuri Road,Near Shaneshwar Highschool,Newasa,414105.0,2427230157,19.392935,74.81183100000001,0.0,SubCentre,Maharashtra,Ahmadnagar,Nevasa,Newasa
3133,Chanakha,Subcentre Chanakha,Vihirgaon Road,Near Primary School,Chanakha,442905.0,,19.8557202,79.058856,0.0,SubCentre,Maharashtra,Chandrapur,Rajura,Rajura
3134,Walki,PHC walki,walki road,"Near amardham, walki",walki,414006.0,0241-2520105,18.961169,74.748583,0.0,Primary Health Centre,Maharashtra,Ahmadnagar,Nagar,Nagar
3135,Sarsun,At. Sarsun,Post Sarsun,,Jawhar,401603.0,,20.013556100000002,73.2313294,111.0,SubCentre,Maharashtra,Palghar,Jawhar,\N
3136,Nimgaon Khairi,Primary Health Centre Nimgaonkhairi,Gavthan,Gavthan,Nimgaonkhairi,413723.0,02422 249729,19.683179,74.655873,0.0,Primary Health Centre,Maharashtra,Ahmadnagar,Shrirampur,Shrirampur
3137,dabholi,,Vengurla Dabholi Road,Dabholi,Dabholi,416516.0,,22.129471,73.41755699999999,0.0,SubCentre,Maharashtra,Sindhudurg,Vengurla,Vengurla
3138,Talegaon,SC TALEGAV,HOSPITAL,HOSPITAL,TALEGAV,431712.0,2468223738,19.244721,77.363179,0.0,SubCentre,Maharashtra,Nanded,Hadgaon,Hadgaon
3139,Pangaon,SubCentre Pangaon,,,Pangaon,413403.0,,18.141375,75.733778,0.0,SubCentre,Maharashtra,Solapur,Barshi,Barshi
3140,warad,House no. 1447,Bhandarwadi,Kasal malvan Road,Grampanchayat office near,416604.0,2365202045,16.181621,73.747786,0.0,SubCentre,Maharashtra,Sindhudurg,Malwan,Malwan
3141,Barul,Barul,Barul,Barul,Barul,431714.0,2466,18.851198,77.326718,0.0,Primary Health Centre,Maharashtra,Nanded,Kandhar,kandhar
3142,Deulgaon,Deulgaon,,Near of Primary Health Center,Kurkheda,441209.0,,20.56614,80.143976,232.93900000000002,SubCentre,Maharashtra,Gadchiroli,Kurkheda,Kurkheda
3143,Yesamba,Sub Center Yesamba,Inside Road,Yesamba,Yesamba,442001.0,,20.67904,78.75,0.0,SubCentre,Maharashtra,Wardha,Wardha,Wardha
3144,Moramba,Sc Moramba,Moramba,,Moramba,425419.0,,21.584969,73.862489,0.0,SubCentre,Maharashtra,Nandurbar,Akkalkuwa,Akkalkuwa
3145,Jinti,251,Jinti Road,,Jinti,415523.0,,18.063484,74.38040500000001,0.0,SubCentre,Maharashtra,Satara,Phaltan,Phaltan
3146,sundarade,Subcentre Sundarde,,,Sundarde,425412.0,,21.379516,74.191518,0.0,SubCentre,Maharashtra,Nandurbar,Nandurbar,Nandurbar
3147,Bavi,SubCentre Bavi,,,Bavi,413401.0,,18.178356,75.775308,0.0,SubCentre,Maharashtra,Solapur,Barshi,Barshi
3148,Pawani,189,near gram panchayat pawani,near gram panchayat pawani,ward no.3,444906.0,7229233081,21.4901,78.2999,392.0,SubCentre,Maharashtra,Amravati,Warud,Warud
3149,Chacher,Subcenter Chacher,Chacher,Near Anganwadi,Chacher,,7115- 292402,21.274889,79.334586,0.0,SubCentre,Maharashtra,Nagpur,Mauda,Mouda
3150,Bijorse,Sub Center,Water Tank Road,Near Of Anganwadi,Bijorase,423304.0,02555-245177,20.4441,74.2015,0.0,SubCentre,Maharashtra,Nashik,Baglan,Baglan
3151,Thikpurli,Sub-centre Bilding,near to shelevadi to bhogavati road,shelevadi to bhogavati road,patil medical stores back,416208.0,0,16.5,74.12,0.0,SubCentre,Maharashtra,Kolhapur,Radhanagari,Radhanagari
3152,Wadaj,,,,Wadaj,410502.0,,19.152464000000002,73.870262,0.0,SubCentre,Maharashtra,Pune,Junnar,Junnar
3153,Harsul,,,,,,,0.0,0.0,0.0,SubCentre,Maharashtra,Nashik,Trimbakeshwar,\N
3154,Laglud,Laglud,Laglud,Laglud,Subcenter,431801.0,2467230175,19.94034,77.503063,0.0,SubCentre,Maharashtra,Nanded,Bhokar,Bhokar
3155,Sagara,Subcentre Sagara,Warora Road,Main Road Warora,Sagara,442906.0,,20.2412032,79.163319,0.0,SubCentre,Maharashtra,Chandrapur,Bhadravati,Bhadravati
3156,RH PANHALA,NEAR SAJJAKOTI,RURAL HOSPITAL,SAJJAKOTI,PANHALA,416201.0,2328235049,16.810289,74.10705300000001,0.0,Community Health Center,Maharashtra,Kolhapur,Panhala,Panhala
3157,Ghotkhindi,Ghotkhindi,792,high school near,ghotkhindi,416301.0,2342279053,16.9604282,74.32795340000001,0.0,SubCentre,Maharashtra,Sangli,Walwa,\N
3158,Pannemara,Pannemara,,,Near Primary School,442606.0,,20.304102,80.49365,323.843,SubCentre,Maharashtra,Gadchiroli,Dhanora,Dhanora
3159,Antraj,Babaji Plot,Near Slam Area,Near Grampanchayt,Antraj,444303.0,07263-000000,20.628698,76.52344699999999,0.0,SubCentre,Maharashtra,Buldana,Khamgaon,khamgaon
3160,Kawnai,At Post Kawnai,Kawnai village,Near Jal shudhikaran Kendra,Kawnai,422402.0,,19.68585,73.65829000000001,0.0,SubCentre,Maharashtra,Nashik,Igatpuri,Igatpuri
3161,"Sub-District Hospital, Hinganghat",Sant Tukdoji Ward,Sant Tukdoji Ward,,442301,442301.0,7153245992,20.542793,78.831024,0.0,Sub-District Hospital,Maharashtra,Wardha,Hinganghat,Hinganghat
3162,Sanwatsar,,,Near Z.P.School,,423603.0,,19.902826,74.510442,0.0,SubCentre,Maharashtra,Ahmadnagar,Kopargaon,Kopargaon
3163,Walha,,Phaltan Road,,Walha,412305.0,,18.178767999999998,73.169561,0.0,Primary Health Centre,Maharashtra,Pune,Purandhar,Purandar
3164,Damupada HP,Hanuman Nagar Disp,Near Suncity,Thakur Village,Kandivali (E).,400067.0,2228875586,19.2102,72.873,0.0,Primary Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
3165,Dhumka,Sub Centre Dhumka,Dhumka,Anganwadi Center,Washim,444505.0,,20.021265,77.165236,0.0,SubCentre,Maharashtra,Washim *,Washim,Washim
3166,Saundari,30,Tapola- mahabaleshwar road,Near Kuroshi Village,Subcenter Saundari,412806.0,,17.843,73.7211,0.0,SubCentre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
3167,Waki Shivane,SubCentre Waki Shivane,,,Waki Shivane,413306.0,,17.546269,75.141467,0.0,SubCentre,Maharashtra,Solapur,Sangole,Sangola
3168,Ropale (K),SubCentre Ropale K,,,Ropale K,413313.0,,18.216067000000002,75.36335,0.0,SubCentre,Maharashtra,Solapur,Madha,Madha
3169,Kapashi,,,Near Bus Stand,"At-Post- Kapashi, Tal- Shahuwadi",416213.0,,16.91,73.94,0.0,SubCentre,Maharashtra,Kolhapur,Shahuwadi,Shahuwadi
3170,Godalwahi,Godalwahi,Godalwahi,,Dhanora,442606.0,,20.141049,80.31572299999999,338.124,Primary Health Centre,Maharashtra,Gadchiroli,Dhanora,Dhanora
3171,Jambhul Ghat,PHC Jambhulghat,Chimur Road,Near Bus Stop,Jambhulghat,442903.0,07170-248045,20.5462683,79.45456690000002,0.0,Primary Health Centre,Maharashtra,Chandrapur,Chimur,Chimur
3172,Khurde Bk.,,Kharde Road,At post Kharde bk,Near Bus Stand,425421.0,,21.334419,74.871892,0.0,Primary Health Centre,Maharashtra,Dhule,Shirpur,Shirpur
3173,Mahuli Jahagir,\N,\N,,At Post Mahuli Jahangir,444601.0,,20.9216,77.7016,0.0,SubCentre,Maharashtra,Amravati,Amravati,Amravati
3174,Mop,Primary Health Centre Mop,Mop,Bus Stand,Risod,444506.0,7251224561,20.033637,76.68328299999999,0.0,Primary Health Centre,Maharashtra,Washim *,Risod,Risod
3175,R.H.Kamargaon,Rural Hospital,Main Road,Near Bus Stand,,444110.0,07256 - 235235,20.615935,77.501743,0.0,Community Health Center,Maharashtra,Washim *,Karanja,karanja
3176,KAMTGHAR GAON HEALTH POST (RCH),Kamtghar goan,Kamtghar,Waraldevi hall,waraldevi,421302.0,2522223980,19.285459,73.05510090000001,0.0,Urban Health Posts,Maharashtra,Thane,Bhiwandi,Bhiwandi
3177,wadivarwade,Sub Center Wadivarwade,Wadivarwade Road,Bhdrakali  Mandir near,Bhdrakali Mandir near,416520.0,02362/2480301,15.972222,73.66590500000001,0.0,SubCentre,Maharashtra,Sindhudurg,Kudal,Kudal
3178,Bhadola,,,at.post. Bhadola,,443001.0,,20.520412,76.237773,0.0,SubCentre,Maharashtra,Buldana,Buldana,Buldana
3179,Gokul,Sub Centre Gokul,Gokul,Gokul,At post Gokul Tq Mahur Dist. Nanded,431721.0,,19.896787699999997,77.99736700000001,0.0,SubCentre,Maharashtra,Nanded,Mahoor,mahoor
3180,Deola 2,SC DEOLA 2,VITHEWADI RD,NEAR CITY SERVEY OFFICE,DEOLA,423102.0,2592232203,20.42998,74.20398,0.0,SubCentre,Maharashtra,Nashik,Deola,Deola
3181,Kalambeshwar,Kalambeshwar primary health centre,Kalambeshwar primary health centre,Kalambeshwar primary health centre mangrul navghare road,Kalambeshwar primary health centre,443304.0,7268267210,20.340021,76.45175350000001,0.0,Primary Health Centre,Maharashtra,Buldana,Mehkar,Mehkar
3182,Nyahli,Subcentre Nyahali,Dondaicha Road,,Nyahali,425411.0,,21.344026,74.458425,0.0,SubCentre,Maharashtra,Nandurbar,Nandurbar,Nandurbar
3183,Mangarul,SubCenter,"AT- MANGARUL, POST- GARGAON, TAL- WADA",NEAR ZP SCHOOL,MANGARUL,421303.0,,19.7579393,73.2247781,1520.0,SubCentre,Maharashtra,Palghar,Vada,\N
3184,Kasani,\N,\N,,Kasani,415112.0,,17.165195,73.899992,0.0,SubCentre,Maharashtra,Satara,Patan,Patan
3185,Gorai,MHADA Gorai,MHB Colony,MHB Colony,"Borivali (W), Mumbai",400092.0,,19.2317,72.8325,0.0,Urban Health Posts,Maharashtra,Mumbai (Suburban) *,\N,\N
3186,Athamba,SC ATHAMBA,NASHIK ROAD,NEAR AASHRAM SCHOOL,AT POST AATHAMBA,423501.0,,20.50555,74.04565,0.0,SubCentre,Maharashtra,Nashik,Kalwan,Kalwan
3187,Sakat,SubCentre Sakat,,,Sakat,413403.0,,18.130347,75.785161,0.0,SubCentre,Maharashtra,Solapur,Barshi,Barshi
3188,Korla,SC Korla,Main road,Near Bus Stop,Po. Korla,442504.0,,18.890371,80.291519,119.93799999999999,SubCentre,Maharashtra,Gadchiroli,Sironcha,Sironcha
3189,Deurwadi,-,-,-,Deurwadi,445103.0,-,20.976828,78.148499,0.0,SubCentre,Maharashtra,Yavatmal,Arni,Arni
3190,Jalsar,SC Jalsar,Kraypada Road,Near grampanchyayat,Palghar,401102.0,,19.530417,72.8036242,172.0,SubCentre,Maharashtra,Palghar,Palghar,\N
3191,Vahal,,Near  ZP School,Near  ZP School,Vahal Panvel Raigad,410206.0,,18.97567166,73.0343568,0.0,SubCentre,Maharashtra,Raigarh,Panvel,Panvel
3192,LMC India Nagar,India Nagar Urban Health Post,India Nagar,India Nagar,Latur,413512.0,2382256671,18.4,76.56,0.0,Urban Health Posts,Maharashtra,Latur,Latur,Latur
3193,Aundhe,,,,Aundhe,410505.0,,18.954903,73.624422,0.0,SubCentre,Maharashtra,Pune,Khed,Khed
3194,Patethan,15,Gavthan,Zp School,patethan,412207.0,21192272881,18.613485999999998,74.207661,0.0,SubCentre,Maharashtra,Pune,Daund,Daund
3195,godani,,,,,445109.0,,20.264774,78.17596400000001,0.0,SubCentre,Maharashtra,Yavatmal,Yavatmal,yavatmal
3196,Washere,,,,Washere,412404.0,,18.935242000000002,73.734464,0.0,SubCentre,Maharashtra,Pune,Khed,Khed
3197,Palasgaon,Subcentre Palasgaon,Palasgaon,Smashan Bhumi Road,Tq. Basmath,431512.0,,19.324548999999998,77.214768,395.4,SubCentre,Maharashtra,Hingoli *,Basmath,Basmath(0166)
3198,Vikhran,SC Vikhran,Near Temple,Near Water Tank,At Vikhran Tal Shindkheda,425408.0,0,21.287738,74.62119,0.0,SubCentre,Maharashtra,Dhule,Sindkhede,Shindkheda
3199,Shirasmani,SC SHIRSMANI,KALWAN ROAD,NEAR HIGH SCHOOL,AT POST SHIRSMANI,423501.0,,20.50558,74.04568,0.0,SubCentre,Maharashtra,Nashik,Kalwan,Kalwan
3200,Jarali,Sub center Jarali,Mugali Road,,,416502.0,,16.23,74.41,0.0,SubCentre,Maharashtra,Kolhapur,Gadhinglaj,Gadhinglaj
3201,Gumthala,SC Gumthala,Gumthala,Near ZP School,Gumthala,441104.0,-,21.088354000000002,79.35688499999999,0.0,SubCentre,Maharashtra,Nagpur,Kamptee,Kamptee
3202,Kutare,\N,\N,,Kutare,415112.0,,17.208671,73.967546,0.0,SubCentre,Maharashtra,Satara,Patan,Patan
3203,Tarhala,Sub Centre Tarhala,Tarhala,Anganwadi Center,Mangrulpir,444402.0,,20.394958,77.296137,0.0,SubCentre,Maharashtra,Washim *,Mangrulpir,Mangrulpir
3204,Malchaudi,97,Medha - Malchoundi Road,Village Outeside,Malchoundi,415012.0,2378242041,17.7435,73.8455,0.0,SubCentre,Maharashtra,Satara,Jaoli,Jaoli
3205,R.H. Taharabad,R.H. Taharabad,rahuri factory rd.,,R.H. Taharabad,413705.0,,20.78071,74.14564,0.0,Community Health Center,Maharashtra,Ahmadnagar,Rahuri,Rahuri
3206,satarde,Sc Satarda,Malewad Satarda Road,Near ZP School No 1,Dewoolwadi,416514.0,,15.754589000000001,73.797226,0.0,SubCentre,Maharashtra,Sindhudurg,Sawantwadi,Sawantwadi
3207,Nivana,Sub Centre Building,Main Road Niwana,At Post Niwana Tq Sangrampur Dist Buldana,Behind Bus Stand Niwana,444202.0,,21.042289999999998,76.636763,0.0,SubCentre,Maharashtra,Buldana,Sangrampur,Sangarmpur
3208,Borgaon,Subcentre Borgaon,Main Road Borgaon,Near Primary School,,416230.0,,16.82,74.12,0.0,SubCentre,Maharashtra,Kolhapur,Panhala,Panhala
3209,Natavad,Subcentre Natavad,Dhanora Road,,Natavad,425412.0,,21.338846,74.198122,0.0,SubCentre,Maharashtra,Nandurbar,Nandurbar,Nandurbar
3210,Naitale,SC NAITALE,PHC NEAR,MATOBAMHARAJ MANDIR,NAITALE,422303.0,,20.03656,74.09951,0.0,SubCentre,Maharashtra,Nashik,Niphad,Niphad
3211,Bholane,At.Bholane,At.Bholane,At.Bholane,At.Bholane,425102.0,,21.097313,75.667648,0.0,SubCentre,Maharashtra,Jalgaon,Jalgaon,Jalgaon
3212,Dhondalgaon,Dhondalgaon,Dhondalgaon,Dhondalgaon,Dhondalgaon,423703.0,,19.984763,74.932283,0.0,SubCentre,Maharashtra,Aurangabad,Vaijapur,Vaijapur
3213,Bordoh,Subcenter Bordoh,Bordoh,Near Grampanchayat,Bordoh,441302.0,,21.172787,78.38280300000001,0.0,SubCentre,Maharashtra,Nagpur,Katol,Katol
3214,Shripatpimpari,Sub centre Shripatpimpari,,,Shripatpimpari,413403.0,,18.118531,75.627214,0.0,SubCentre,Maharashtra,Solapur,Barshi,Barshi
3215,Mahanduri,Sub Cneter,Mehenduri Road,Raviraj Bangala,Mehenduri,422601.0,,19.550245999999998,73.947226,0.0,SubCentre,Maharashtra,Ahmadnagar,Akole,Akole
3216,Kheda,at post kheda,Hanuman Temple,Near Kheda Primary Health Centre,,424302.0,,20.9042251,74.7748929,0.0,SubCentre,Maharashtra,Dhule,Dhule,Dhule
3217,Belwandi Bk.,,Bajar Tal,Near police Station,,413702.0,2487250002,18.72111,74.59737,0.0,Primary Health Centre,Maharashtra,Ahmadnagar,Shrigonda,Shrigonda
3218,Rani Amravati,Subcenter Rani Amravati,Rani Amravati,Near Tawar,Rani Amravati,445101.0,,20.5328372,78.1047926,0.0,SubCentre,Maharashtra,Yavatmal,Babulgaon,Babulgaon
3219,RH Raver,ATPOST Raver,TAL RAVER DIST JALGAON,,,425508.0,02584 - 250773,21.361772,75.901537,0.0,Community Health Center,Maharashtra,Jalgaon,Raver,Raver
3220,Sawanga Bu,Sawanga Bu,Sawanga Bu,Near Primary School,Dhanora,442606.0,,20.111553,80.490303,314.981,SubCentre,Maharashtra,Gadchiroli,Dhanora,Dhanora
3221,Uchat,,on Parale Road,,"At-Post- Uchat, Tal-Shahuwadi",415101.0,,16.91,73.94,0.0,SubCentre,Maharashtra,Kolhapur,Shahuwadi,Shahuwadi
3222,Ambheghar,SC Ambeghar,"at post ambeghar, tal vikramgad, dist palghar",in village ambeghar,ambeghar,401607.0,,19.94878343,73.0259648,97.0,SubCentre,Maharashtra,Palghar,Vikramgad,\N
3223,MAROL HEALTH POST,Marol Maternity Home,Marol,Near Marol Fire Brigade,"Andheri (E),",400059.0,022-029200923,19.1154,72.8726,0.0,Primary Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
3224,Umriwagh,SC Umriwagh,Hingana Road,Hanuman Temple,Adegaon,440023.0,,21.017214000000003,78.730774,0.0,SubCentre,Maharashtra,Nagpur,Hingna,Hingana
3225,Kotamba,Sub Center Kotamba,NEAR Z.P.SCHOOL,Kotamba,Kotamba,442104.0,,20.80234,78.71840999999999,0.0,SubCentre,Maharashtra,Wardha,Seloo,Seloo
3226,Kandri,Subcenter Kandri,Kandri,Near N.H.7,Kandri,441101.0,07102-237473,21.409155,79.27119,0.0,SubCentre,Maharashtra,Nagpur,Parseoni,Parshivani
3227,Yedshi,Primary Health Center,Yedashi,Yedashi,Osmanabad,413501.0,02472-237933,18.17,76.05,0.0,Primary Health Centre,Maharashtra,Osmanabad,Osmanabad,Osmanabad
3228,Kalamgavhan,Subcenter Kalamgvhan,,,,444803.0,,20.9234,77.3406,287.0,SubCentre,Maharashtra,Amravati,Daryapur,Daryapur
3229,Katkheda,Sub Center Katkheda,Mean Road,Near by Grampanchayat,Katkheda,445203.0,,19.913864999999998,77.63643259999999,0.0,SubCentre,Maharashtra,Yavatmal,Pusad,pusad
3230,Re.Pimpalgaon,Sub Center Renukai Pimpalgaon,At Post Renukai Pimpalgaon,PHC Renukai Pimpalgaon,"Tq. Bhokardan, Dist Jalna",431114.0,,20.38660648,75.88896170000001,523.0,SubCentre,Maharashtra,Jalna,Bhokardan,Bhokardan
3231,Rural Hospital Khandala,,,,At Post Khandala,412802.0,02169-252136,18.0551,74.017,0.0,Community Health Center,Maharashtra,Satara,Khandala,Khandala
3232,Budhewada,Subcenter Budhewada,\N,,At Budhewada  Post Zarpada,441701.0,,20.695746,80.029907,0.0,SubCentre,Maharashtra,Gondiya *,Arjuni Morgaon,Arjuni Morgaon
3233,Borakhedi,Sub Center Building,Main Road Borakhedi,"At. Post. Borakhedi. Taluka Motala, Dist Buldana",Near by Anganwadi Kendra,443103.0,7267245499,20.674473000000003,76.205931,0.0,Primary Health Centre,Maharashtra,Buldana,Motala,Motala
3234,Hatru,PRIMARY HEALTH CENTER,\N,,HATARU,444807.0,,21.4137,77.3345,0.0,Primary Health Centre,Maharashtra,Amravati,Chikhaldara,Chikhaldara
3235,Wantakli,sub Centre Wantakli,,,Sub District - Parli village -Wantakli,414202.0,,18.834376000000002,76.4158129,0.0,SubCentre,Maharashtra,Beed,Parli,Parali
3236,Navegaon Mal,Navegaon Mal,Navegaon Mal,Navegaon Mal Z.P. School,chamorshi,442603.0,,19.940594,79.83799,198.855,SubCentre,Maharashtra,Gadchiroli,Chamorshi,Chamorshi
3237,Dawargaon,at post Dawargoan ta-Dist- Amravati,at post Dawargoan ta-Dist- Amravati,at post Dawargoan ta-Dist- Amravati,At Post Dawargaon,444601.0,7212661309,21.10195746,77.71600000000001,368.0,SubCentre,Maharashtra,Amravati,Amravati,Amravati
3238,UHP Pandharpur,,,,,,,0.0,0.0,0.0,Urban Health Centre,Maharashtra,Solapur,Pandharpur,Pandharpur
3239,Yengada,Yengada,Yengada,Near of Anganwadi,Armori,441208.0,,20.407104,80.173802,238.687,SubCentre,Maharashtra,Gadchiroli,Armori,Armori
3240,Haladi (A),1,Karjivani Road,Near Muslim Mshid,Haladi,416219.0,2325220215,16.34,74.18,0.0,SubCentre,Maharashtra,Kolhapur,Kagal,Kagal
3241,Khedshivapur,ap khedshivapur Tal Haveli Dist Pune,Grampanchayat Near,Kondhanpur Road,ap khedshivapur Tal Haveli Dist Pune,412205.0,,18.338975,73.838891,0.0,Primary Health Centre,Maharashtra,Pune,\N,Haveli
3242,Karnal,KARNAL,Near water Tank,SANGLI NANDRE ROAD,KARNAL,416416.0,0233 2473203,16.9110178,74.55442420000001,459.0,SubCentre,Maharashtra,Sangli,Miraj,Miraj
3243,Chikharde,Primary Health Centre Chikharde,,,Chikharde,413404.0,2184256397,18.206910999999998,75.83295799999999,0.0,Primary Health Centre,Maharashtra,Solapur,Barshi,Barshi
3244,Parsodi Sindi,Sub Center Parsodi,Near Anganwadi,Parsodi,Parsodi,442105.0,,20.80878,78.83926,0.0,SubCentre,Maharashtra,Wardha,Seloo,Seloo
3245,Furus,At.Furus,Post.Furus,Furus,Khed,415710.0,2356265563,17.72893,73.32866,0.0,Primary Health Centre,Maharashtra,Ratnagiri,Khed,Khed
3246,Durgadi,Subcenter Durgadi,Main Road,Near Samaj Mandir,Durgadi,442916.0,07173-202112,19.7263416,78.8665733,0.0,SubCentre,Maharashtra,Chandrapur,Korpana,Korpana
3247,Padel,625,Deogad Road,,,416804.0,2364225040,16.490394000000002,73.3911,0.0,SubCentre,Maharashtra,Sindhudurg,Devgad,Devgad
3248,RH Sadak Arjuni,At.+ Post+Ta-  Sadak/Arjuni  Distt .Gondia,\N,,,441807.0,,21.09235,80.27252,231.0,Community Health Center,Maharashtra,Gondiya *,Sadak-Arjuni,Sadak Arjuni
3249,Renavi,SubCentre Renavi,Grampancyat West,Vita Khanapur Road,,415311.0,,17.275226,74.617351,0.0,SubCentre,Maharashtra,Sangli,Khanapur,\N
3250,Sule,Subcenter Sule,Behind Grampanchyat Building,Near Society building,South to the villageg,416505.0,-,16.11,74.2,0.0,SubCentre,Maharashtra,Kolhapur,Ajra,Ajra
3251,Wasadi,Sub Centre Building,Main Road Wasadi,At Post Wasadi Tq Sangrampur Dist Buldana,Near Forest Guest House Wasadi,444204.0,,21.160881,76.646891,0.0,SubCentre,Maharashtra,Buldana,Sangrampur,Sangarmpur
