,Health Facility Name,Address,street,landmark,locality,pincode,landline_number,latitude,longitude,altitude,Facility Type,State_Name,District_Name,Taluka_Name,Block_Name
3252,Ratnara,Subcentre Ratnara,Kalartola,"Behind Zilla parishad School ,Hanuman Mandir","Ratnara, Sai Tola, Nila Gondi",441614.0,,21.495241,80.040207,0.0,SubCentre,Maharashtra,Gondiya *,Gondiya,Gondia
3253,Shivdav,756,Dariste Road,School GP,416620,416620.0,02367-252746,16.242344,73.755984,0.0,SubCentre,Maharashtra,Sindhudurg,Kankavli,Kankavli
3254,Chanderai,,,,At post Harcheri,416712.0,2352245419,16.954788,73.427776,0.0,Primary Health Centre,Maharashtra,Ratnagiri,Ratnagiri,Ratnagiri
3255,Madagi,SC Madagi,Madagi,Near By Talathi Office Madagi,Madagi,441913.0,7183223471,21.3335162,79.76662270000001,0.0,SubCentre,Maharashtra,Bhandara,Tumsar,Tumsar
3256,Pimpran,Sub Centre Pimpran,Pimpran,Post Office Pimpran,Taluka Purna Dist Parbhani,431511.0,,19.1416587,77.17743879999999,384.0,SubCentre,Maharashtra,Parbhani,Purna,Purna
3257,Tillar,,BHIWANDI ROAD,NEAR Z.P.SCHOOL AGNWADI,,401303.0,,19.475139600000002,72.9593603,14.0,SubCentre,Maharashtra,Palghar,Vasai,\N
3258,Indora Allopathic Dispensary,Bezanbag,-,-,-,440004.0,,21.174771,79.098749,0.0,Urban Health Posts,Maharashtra,Nagpur,Nagpur (Urban),\N
3259,Indhave,at post indhave,Near sainik smarak,shirsoda road,indhave,425113.0,,20.949897,75.025635,0.0,SubCentre,Maharashtra,Jalgaon,Parola,Parola
3260,Salgare,1,Grampanchayat Road,Grampanchayat,Salgare,416410.0,,16.864666,74.874887,0.0,SubCentre,Maharashtra,Sangli,Miraj,Miraj
3261,Vani,,,Near IPCL Company,Vani  Roha Raigad,402106.0,,18.322228,73.61477,0.0,SubCentre,Maharashtra,Raigarh,Roha,Roha
3262,Dongargaon,At. Post. Dongargaon Ta. Sadak/Arjuni Distt. Gondia,\N,,,441807.0,,21.2113,80.165176,0.0,SubCentre,Maharashtra,Gondiya *,Sadak-Arjuni,Sadak Arjuni
3263,Khetwadi HP,"Manish Bldg.,1st Flr.Khetwadi",11th Lane Grant Road West,,Mumbai,400009.0,,18.9594,72.8212,0.0,Urban Health Posts,Maharashtra,Mumbai,\N,\N
3264,Sangadi 2,Sangadi,,,,441802.0,,20.9649837,79.98044190000002,0.0,SubCentre,Maharashtra,Bhandara,Sakoli,Sakoli
3265,Kingaon,sc kingaon,kingaon,kingaon,at kingaon  tq ahmedpur dist latur,413523.0,,18.7187655,76.766835,0.0,SubCentre,Maharashtra,Latur,Ahmadpur,Ahmadpur
3266,Shirshi (Bk),Sub Centre Shirshi (Bk),Shirshi (Bk),At Post Sonpeth,Tal Sonpeth,431516.0,,19.07595,76.604282,409.0,SubCentre,Maharashtra,Parbhani,Sonpeth,Sonpeth
3267,Vanai,SC Vanai,Vanai Shigaon road,near chandrnagar School,PHC Chandrnagar,401103.0,,19.874822299999998,72.80133247,25.0,SubCentre,Maharashtra,Palghar,Dahanu,\N
3268,Dabhole,,,At Post Dabhole,Subcentre Dabhole,415803.0,2354269255,16.961083,73.59764799999999,0.0,SubCentre,Maharashtra,Ratnagiri,Sangameshwar,Sangameshwar
3269,AGMC Mukundwadi,Lions club colony,Near AMC School,Mukundwadi,Ward No. 83 Mukundwadi,431006.0,2402481883,19.525029999999997,75.224001,0.0,Urban Health Posts,Maharashtra,Aurangabad,Aurangabad,Aurangabad
3270,Zarwad bk,,,,,,,0.0,0.0,0.0,SubCentre,Maharashtra,Nashik,Trimbakeshwar,\N
3271,RH Rajapur,,,rh rajapur,chc rajapur,416702.0,(02351) 222173,16.655374,73.521398,0.0,Community Health Center,Maharashtra,Ratnagiri,Rajapur,Rajapur
3272,Dhamni,SC dhamni,"at post dhamni, tal vikramgad, dist palghar",in village dhamni,dhamni,401607.0,,19.93110581,73.05478111,92.0,SubCentre,Maharashtra,Palghar,Vikramgad,\N
3273,Ghoti,Subcenter Ghoti,Ghoti,Near Anganwadi,Ghoti,445401.0,,20.424851399999998,78.2913484,0.0,SubCentre,Maharashtra,Yavatmal,Kalamb,kalamb
3274,Pimpalgaon raja,Near Z.P.School,near Z.P.Urdu School,Shankar Nagar P.raja,P.raja,444303.0,07263-271131,20.723146,76.43750899999999,0.0,SubCentre,Maharashtra,Buldana,Khamgaon,khamgaon
3275,Ingrul,612,Kapari Road,Near ZP School,Ingrul,415408.0,,16.57,74.9,0.0,SubCentre,Maharashtra,Sangli,Shirala,Shirala
3276,Maher Bhaigaon,Sub Center Maher Bhaigaon,At Post Maher Bhaigaon,PHC Jamkhed,"Tq. Ambad, Dist Jalna",431121.0,,19.74658475,75.63457721,493.0,SubCentre,Maharashtra,Jalna,Ambad,Ambad
3277,Manchar 1,4227,Manchar 1,Major,Manchar 1,410503.0,2133285399,19.00199,73.951587,0.0,SubCentre,Maharashtra,Pune,Ambegaon,Ambegaon
3278,Betawad,PHC Betawad,Betawad Railway Station Road,Near Grampanchayat Water Tank,At Betawad,425403.0,2566228232,21.163978,74.90844200000001,0.0,Primary Health Centre,Maharashtra,Dhule,Sindkhede,Shindkheda
3279,Mahagaon,SC Mahagaon,Mahagaon,,Mahagaon,410205.0,,18.65622165,73.20673869,317.0,SubCentre,Maharashtra,Raigarh,Sudhagad,Sudhagad
3280,Lonibhapkar,,Lonibhapkar Malwadi Road,Baravkar Hospital,Lonibhapkar,413110.0,02112/276363,18.234047,74.376341,0.0,Primary Health Centre,Maharashtra,Pune,Baramati,Baramati
3281,Nandepera,Health Sub Center Nandepera,Near Wanojadevi Road,Grampanchayat,At. Post Nandepera  Ta. Wani. Dist Yavatmal,445304.0,,20.1505978,78.9352371,0.0,SubCentre,Maharashtra,Yavatmal,Wani,Wani
3282,Tekepar,Subcentre Tekepar,Near Talav,Tekepar,Tekepar,442903.0,,20.435571,79.3525401,0.0,SubCentre,Maharashtra,Chandrapur,Chimur,Chimur
3283,Mhaisal(s),Primary Health Center Mhaishal,Narwad Road,Near S.T.Stand,Mhaishal,416409.0,2332251260,16.746814,74.70595300000001,4006.4,Primary Health Centre,Maharashtra,Sangli,Miraj,Miraj
3284,Ambegaon Bk.,ap Ambegaon Bk. Tal Haveli Dist Pune,Grampanchayat Near,Grampanchayat Near,ap Ambegaon Bk. Tal Haveli Dist Pune,411046.0,,18.445724,73.849191,0.0,SubCentre,Maharashtra,Pune,\N,Haveli
3285,Sub-District Hospital Georai,Sub-District Hospital Georai,Sub-District Hospital Main Road Georai,Aurangabad Road Beed,,431127.0,02447-264173,19.2605814,75.754592,0.0,Sub-District Hospital,Maharashtra,Beed,Georai,Georai
3286,Talai Guda,sub center talaiguda,sub center talaiguda,sub center talaiguda,sub center talaiguda,431805.0,,19.43308,78.184712,0.0,SubCentre,Maharashtra,Nanded,Kinwat,Kinwat
3287,Somthana Khurd,SUB CENTER,\N,,SOMTHANA KHURD,444807.0,,21.3944,77.3298,0.0,SubCentre,Maharashtra,Amravati,Chikhaldara,Chikhaldara
3288,Manjari,0,1,2,manjari tal sakri dist dhule,424307.0,,20.869078,73.977513,0.0,SubCentre,Maharashtra,Dhule,Sakri,Sakri
3289,Kolara,Sub Center Kolara,Mehkar Road,At Post Kolara Taluka Chikhali Dist Buldana,"Near Temple,ZP School",443201.0,,20.287919,76.293527,0.0,SubCentre,Maharashtra,Buldana,Chikhli,Chikhali
3290,Waigaon,On Virshi Road,,tempal,,444330.0,0721-2383001,20.9916,77.6276,332.0,SubCentre,Maharashtra,Amravati,Bhatkuli,Bhatkuli
3291,navagaon,SubCenter Navagaon,,,Navagaon,425416.0,,21.26637222,73.85153056,0.0,SubCentre,Maharashtra,Nandurbar,Nawapur,nawapur
3292,Banchincholi,Banchincholi,HOSPITAL,Banchincholi,Banchincholi,431712.0,2468223738,19.285470999999998,77.414622,0.0,SubCentre,Maharashtra,Nanded,Hadgaon,Hadgaon
3293,Lambola,Sub Centre Lambola,,,Villege,425422.0,,21.528516,74.43057900000001,0.0,SubCentre,Maharashtra,Nandurbar,Shahade,Shahada
3294,Devdhabha,806 SC Devdhaba,Devdhaba,AT DEVDHABA TQ MALKAPUR,Near Vateinery Depensary,443101.0,,20.921599,76.108056,0.0,SubCentre,Maharashtra,Buldana,Malkapur,Malkapur
3295,Kutare,At Post Kutare,,,,415606.0,2355249101,17.532311,73.51779300000001,0.0,SubCentre,Maharashtra,Ratnagiri,Chiplun,Chiplun
3296,R H Dhad,Rural Hospital Dhad,"Sahara chauk,Dhad",Borkhed Road,Main Road Dhad,443106.0,726226519,20.39575,76.00052099999999,0.0,Community Health Center,Maharashtra,Buldana,Buldana,Buldana
3297,Velapur 1,SubCentre Velapur 1,,,Velapur 1,413113.0,,17.775710999999998,75.02153100000001,0.0,SubCentre,Maharashtra,Solapur,Malshiras,Malshiras
3298,Yelur,Primary health center yelur,,zp school,yelur,415411.0,2342250581,16.93596,74.281311,0.0,Primary Health Centre,Maharashtra,Sangli,Walwa,\N
3299,Vaitarna,at post vaitarna,vaitarna,near grampanchyat z p school,dam area,422402.0,,19.96225,73.86843,0.0,Primary Health Centre,Maharashtra,Nashik,Igatpuri,Igatpuri
3300,Masla pen,Sub Centre Masla pen,Masla pen,Gram Panchayat,Risod,444504.0,,20.072528,76.874422,0.0,SubCentre,Maharashtra,Washim *,Risod,Risod
3301,yavati,near water sup[ply tank,,,yevti ta ralegaon,445402.0,,20.3619284,78.8426971,0.0,SubCentre,Maharashtra,Yavatmal,Ralegaon,Ralegaon
3302,Benawadi,SC Benawadi,Benawadi Gaondhan Raod,Near ZP School,,414402.0,2489250253,18.492353,74.974871,0.0,SubCentre,Maharashtra,Ahmadnagar,Karjat,Karjat
3303,Dick Allopathic Dispensary,VIP road dharampeth,vip raod,-,-,440010.0,,21.139708,79.06310699999999,0.0,Urban Health Posts,Maharashtra,Nagpur,Nagpur (Urban),\N
3304,Talodhi 2,sub center Talodhi 2,"Sonuli Road, Talodhi Ba.",at PHC Building,"at post Talodhi Ba., Taluka Nagbhid",441221.0,,20.4441159,79.6671764,0.0,SubCentre,Maharashtra,Chandrapur,Nagbhir,Nagbhid
3305,Bhagadi,147,,Near Bus Stand,Bhagdi,441908.0,,20.7734818,79.8352767,0.0,SubCentre,Maharashtra,Bhandara,Lakhandur,Lakhandur
3306,Kusadgaon,Sub Center Kusadgaon,Gaonthan Kusadgaon,Ratnapur Road,Ratnapur Road,413201.0,9764626287,18.687559,75.27362600000001,0.0,SubCentre,Maharashtra,Ahmadnagar,Jamkhed,Jamkhed
3307,Natepute 2,SubCentre Natepute 2,,,Natepute 2,413111.0,,17.896689000000002,74.752328,0.0,SubCentre,Maharashtra,Solapur,Malshiras,Malshiras
3308,Kuhi,Subcenter Kuhi,Kuhi,Near Grampanchayat,Kuhi,441202.0,7100226060,21.067382000000002,79.25885799999999,0.0,SubCentre,Maharashtra,Nagpur,Kuhi,Kuhi
3309,Butida,SUB CENTER,\N,,BUTIDA,444807.0,,21.4114,77.3249,0.0,SubCentre,Maharashtra,Amravati,Chikhaldara,Chikhaldara
3310,BorliPanchatan,1009,,Near Mohanlal Sony Vidyalay Borlipanchatan,Borlipanchatan,402403.0,2147224524,18.101848999999998,73.01342,0.0,Primary Health Centre,Maharashtra,Raigarh,Shrivardhan,Shrivardhan
3311,Late,,Late Korhale Road,Aaisaheb Mandir,Late,412103.0,02112/265929,16.65822,74.517032,0.0,SubCentre,Maharashtra,Pune,Baramati,Baramati
3312,Paundul,sub CentrePaundul,,,Sub District Shirur,414205.0,,19.06515932,75.59683879,0.0,SubCentre,Maharashtra,Beed,Shirur (Kasar),Shirur ( Kasar)
3313,Mhaladevi,Sub center Mhaladevi,0,Near Khandoba Mandir,Mhaladevi,422604.0,,19.548254999999997,73.92533900000001,0.0,SubCentre,Maharashtra,Ahmadnagar,Akole,Akole
3314,Atmurdi,Subcentre Atmurdi,Temurda Madheli Road,Near Grampanchayat Atmurdi,Warora,442907.0,,20.345124600000002,78.98714820000001,0.0,SubCentre,Maharashtra,Chandrapur,Warora,Warora
3315,Lakhpuri,Sub  Centre Lakhpuri,Near Water Tank,Near Z.P.School,Murtizapur,444107.0,,20.844163,77.360782,0.0,SubCentre,Maharashtra,Akola,Murtijapur,Murtizapur
3316,Borkhedi,Primery Health Center Borkhedi,Borkhedi,Chandrapur High way no 9,Borkhedi,441108.0,07103-203756,20.845978,78.972473,0.0,Primary Health Centre,Maharashtra,Nagpur,Nagpur (Rural),Nagpur (rural)
3317,Balirampur,sub center balirampur,sub center balirampur,sub center balirampur,sub center balirampur,431603.0,,19.119995,77.337615,0.0,SubCentre,Maharashtra,Nanded,Nanded,Nanded
3318,Kaudgaon,Subcenter,Kaudgaon,Kaudgaon,Osmanabad,413501.0,2472239544,18.310917899999996,76.0536957,0.0,SubCentre,Maharashtra,Osmanabad,Osmanabad,Osmanabad
3319,Manora 1,Sub Centre Manora 1,Manora 1,Gram Panchayat,Manora,444404.0,,20.216310999999997,77.558952,0.0,SubCentre,Maharashtra,Washim *,Manora,Manora
3320,Arjapur,Arjapur SC,Sub Centre,Sub Centre,Arjapur,431711.0,2465225322,18.787113,77.74861800000001,0.0,SubCentre,Maharashtra,Nanded,Biloli,Biloli
3321,Shiradhon,Primary Health Centre,Main road,Shiradhon,Kalamb,413507.0,02473-261545,17.9948574,76.01307840000001,0.0,Primary Health Centre,Maharashtra,Osmanabad,Kalamb,Kalamb
3322,Unbhat,Sc Unbhjat,Unbhat Ucchhali Road,Near Water Tank,Palghar,401501.0,,19.8099938,72.6838759,43.0,SubCentre,Maharashtra,Palghar,Palghar,\N
3323,Old Mangalwari Dispensary,Magalwari,Old Mangalwari Road,Near ACE Hospital,Old Mangalwari Road,440001.0,,21.085547000000002,79.065292,0.0,Urban Health Posts,Maharashtra,Nagpur,Nagpur (Urban),\N
3324,Nimbha,Sub Center Nimbha,Samaja Mandir,Nimbha,Nimbha,442301.0,,20.555009,79.017105,0.0,SubCentre,Maharashtra,Wardha,Samudrapur,Samudrapur
3325,Junekhed,sc junekhed,,junekhed,,416313.0,2342267501,16.49435,74.23012,0.0,SubCentre,Maharashtra,Sangli,Walwa,\N
3326,Aaskheda,Sub Center,Taharabad Road,Near Of Vetarnary Hospital & Parimary School,Askheda,423303.0,02555-233642,20.77469,74.2309,0.0,SubCentre,Maharashtra,Nashik,Baglan,Baglan
3327,Kusalamb,sub Centre Kusalamb,,,"Sub District - Patoda, Village -Kusalamb",414204.0,,18.859755,75.3714591,0.0,SubCentre,Maharashtra,Beed,Patoda,Patoda
3328,Dighanchi 2,Sub Center Dighanchi 2,"Budhavale Galli , Main road Dighanchi",Dighanchi Mayani Road,Dighanchi,415315.0,02343 226312,17.52,74.92,0.0,SubCentre,Maharashtra,Sangli,Atpadi,Atpadi
3329,purad,No Building,,,,,,79.0263748,19.972703399999997,0.0,SubCentre,Maharashtra,Yavatmal,Wani,Wani
3330,Babhulgaon,Arogya Uapkandra Babhulgaon,Balapur High way,Z P School Near,Patur,444501.0,,20.504502,76.87831700000001,0.0,SubCentre,Maharashtra,Akola,Patur,Patur
3331,Nagapur,,,,Nagapur,431147.0,,20.379770999999998,75.26646,0.0,SubCentre,Maharashtra,Aurangabad,Kannad,Kannad
3332,Shirasgaon,,,,,,,0.0,0.0,0.0,SubCentre,Maharashtra,Nashik,Trimbakeshwar,\N
3333,Betmogra,Betmogra,Betmogra,Betmogra,Betmogra,431736.0,,18.703292,77.533209,0.0,SubCentre,Maharashtra,Nanded,Mukhed,Mukhed
3334,Sarola (M),Sub Center,Main road,Sarola (M),washi,413503.0,2478271703,18.606545899999997,75.852306,0.0,SubCentre,Maharashtra,Osmanabad,Washi,Waashi
3335,aamlibari,Sc Aamlibari,Aamlibari,,Aamlibari,425452.0,,21.6249016,74.01589072,0.0,SubCentre,Maharashtra,Nandurbar,Akkalkuwa,Akkalkuwa
3336,PCMC Sangavi,,,,,,,0.0,0.0,0.0,Urban Health Centre,Maharashtra,Pune,Pune City,\N
3337,Bastawade,Subcenter Bastawade,641,Near Highschool,Bastawade,416311.0,02346-254049,17.131111999999998,74.70375899999999,2780.0,SubCentre,Maharashtra,Sangli,Tasgaon,Tasgaon
3338,Silezari,Subcenter Silezari,,,At Silezari Post Sangadi,441701.0,,20.776659,80.04364,0.0,SubCentre,Maharashtra,Gondiya *,Arjuni Morgaon,Arjuni Morgaon
3339,Pattan Kodoli,primary health center pattan kodoli,kolhapur hupari road,panchtarakit midc road,near water tank,416202.0,2302353030,16.74,74.44,0.0,Primary Health Centre,Maharashtra,Kolhapur,Hatkanangle,Hatkangale
3340,Eksar,Eksar Municipal School,"Eksar Talav,Eksar Road",,Borivali(W),400092.0,,19.2375,72.8462,0.0,Primary Health Centre,Maharashtra,Mumbai (Suburban) *,\N,\N
3341,Kanegaon,Primary Health Center,Kanegaon,Kanegaon,Osmanabad,413608.0,2475-261078,18.0534552,76.32175670000001,0.0,Primary Health Centre,Maharashtra,Osmanabad,Lohara,Lohara
3342,Dahiwali,SubCentre Dahiwali,,,Dahiwali,413210.0,,18.099822,75.23571700000001,0.0,SubCentre,Maharashtra,Solapur,Madha,Madha
3343,Konheri,SubCentre Konheri,,,Konheri,413233.0,,17.807131,75.51825,0.0,SubCentre,Maharashtra,Solapur,Mohol,Mahol
3344,Karkheli,PHC Karkheli,Station Road,Karkheli,Karkheli,431808.0,02465-234755,18.9583885,77.7434421,0.0,Primary Health Centre,Maharashtra,Nanded,Dharmabad,Dharmabad
3345,Ritghar,,Near Garmpanchayat Office Dundare,Near Garmpanchayat Office Dundare,Ritghar Panvel Raigad,,,19.04217473,73.19030263,0.0,SubCentre,Maharashtra,Raigarh,Panvel,Panvel
3346,SC Tembhurni,SC Tembhurni,Tembhurni,Near PHC,Tq. Basmath,431512.0,,19.375446,77.065637,409.423,SubCentre,Maharashtra,Hingoli *,Basmath,Basmath(0166)
3347,Naryangaon Kherwadi,SC NARYANGAON KHERWADI,ANGANWADI,NEAR BUS STAND,NARYANGAON KHERWADI,422201.0,,20.05234,73.98174,0.0,SubCentre,Maharashtra,Nashik,Niphad,Niphad
3348,Tamaswadi,,Newasa-Wadala road,Watapur Road,Newasa,414602.0,2427241056,19.477344,74.866349,0.0,SubCentre,Maharashtra,Ahmadnagar,Nevasa,Newasa
3349,kusur,SC Building,kusur bajarwadi,kusur bajarwadi,Kusur Bajarwadi,416810.0,,16.383391,73.745728,0.0,SubCentre,Maharashtra,Sindhudurg,Vaibhavvadi,Vaibhavvadi
3350,Fulgaon,Ap Fulgaon Tal Haveli Dist Pune,Grampanchayat Near,Grampanchayat Near,Ap Fulgaon Tal Haveli Dist Pune,412216.0,,18.656384,74.013357,0.0,SubCentre,Maharashtra,Pune,\N,Haveli
3351,Khambale,,Khambale,At Post Khambale,Near Bus Stand,425405.0,,21.443066,75.065988,0.0,SubCentre,Maharashtra,Dhule,Shirpur,Shirpur
3352,Tigaon,Subcentre Tigaon,\N,near grampanchyat,"pipartola,kosamtola,jambhurtola,tigaon,asoli",441902.0,07189-247011,21.294493,80.348511,0.0,SubCentre,Maharashtra,Gondiya *,Amgaon,Amgaon
3353,Kundanlal Gupta Nagar New HP,Kundanlal Gupta Nagar New HP Center,NGMC Kundanlal Gupta Nagar,NGMC Kundanlal Gupta Nagar,Nagpur,440024.0,,21.171181,79.12989300000001,0.0,Urban Health Posts,Maharashtra,Nagpur,Nagpur (Urban),\N
3354,Sawargaon,Sub Centre Sawargaon,Sawargaon,At Post DEVALGAON,Taluka Manwat,431505.0,,19.2811638,76.5921665,420.0,SubCentre,Maharashtra,Parbhani,Manwath,Manwath
3355,Zurkheda,A/p. Zurkheda,A/p. Zurkheda,A/p. Zurkheda,A/p. Zurkheda,425103.0,,21.055667,75.364151,0.0,SubCentre,Maharashtra,Jalgaon,Dharangaon,Dharangaon
3356,RH Babhalgaon,RH Babhalgaon,Main Road,"Rural Hospital, Babhalgaon",at post Babhalgaon taluka dist latur,413512.0,2382265040,18.6883445,76.647047,0.0,Community Health Center,Maharashtra,Latur,Latur,Latur
3357,Kolha,Sub Centre Kolha,Kolha,At Post DEVALGAON,Taluka Manwat,431505.0,,19.356135300000002,76.5524357,420.0,SubCentre,Maharashtra,Parbhani,Manwath,Manwath
3358,Tiravade,Maruti Mandir Shejari,GARGOTI,Rural,Bhudargad (4291),416209.0,02324-233138,16.19,74.08,0.0,SubCentre,Maharashtra,Kolhapur,Bhudargad,Bhudargad
3359,Shinganapur,Sub Centre Shinganapur,,Near Grampachyat,,416010.0,,16.7,74.17,0.0,SubCentre,Maharashtra,Kolhapur,Karvir,Karvir
3360,Kadholi,PHC Kadholi,Dhidsi Road Kadholi,Near Hanuman Mandir,Kadholi,442905.0,07173-257014,20.1320455,79.0856885,0.0,Primary Health Centre,Maharashtra,Chandrapur,Rajura,Rajura
3361,Gogave,17,mahabaleshwar- pratapgad road,pratapgad Road,Subcenter  Gogave,412806.0,,17.8085,73.7361,0.0,SubCentre,Maharashtra,Satara,Mahabaleshwar,Mahabaleshwar
3362,Pechridev,Sc Pecharidev,Pecharidev,,Pecharidev,425419.0,,21.533414699999998,73.8490352,0.0,SubCentre,Maharashtra,Nandurbar,Akkalkuwa,Akkalkuwa
3363,Charner,Charner,Charner,Charner,Charner,431113.0,,20.42999444,75.44849722,0.0,SubCentre,Maharashtra,Aurangabad,Sillod,Sillod
3364,women Hospital  Neknoor,Women Hospital Neknoor,Main Road Neknoor,Main Road Neknoor,,431125.0,02442-250651,18.8067164,75.7807525,0.0,Women Hospital,Maharashtra,Beed,Bid,Bid
3365,Sawna,Sub Center Sawna,Chikhali To Swana Raod,At Post Sawna Taluka Chikhali Dist Buldana,Near Anganvadi Center,443102.0,,20.411514999999998,76.289183,0.0,SubCentre,Maharashtra,Buldana,Chikhli,Chikhali
3366,PRABHADEVI MATERNITY HOME,Hazi Saboo siddiqui Municipal Maternity Home,Veer Swatantryveer Savarkar Road(Cadal Road),NEAR GYAMAN HOUSE,Prabhadevi Mumbai,400025.0,2224224646,19.0158,72.8279,0.0,Maternity Home,Maharashtra,Mumbai,\N,\N
3367,Jawalgaon,Jawalgaon,Jawalgaon,Subcenter,Jawalgaon,431802.0,,19.388370000000002,77.793825,0.0,SubCentre,Maharashtra,Nanded,Himayatnagar,Himayatnagar
3368,Nandura,PHC Nandura,Near city Police Stection Bazar Galli,at post nandura ta nandura,Near city Police Stection Juni Vashahayt,443404.0,7265221068,20.831048000000003,76.461274,0.0,Primary Health Centre,Maharashtra,Buldana,Nandura,Nandura
3369,Nimgul,at post nimgul,Main Road,Near Z.P.School,nimgul,425408.0,02562-269331,21.393832500000002,74.5241582,0.0,SubCentre,Maharashtra,Dhule,Dhule,Dhule
3370,Surtoli,Subcentre Surtoli,o/o taluka aarogya adhikari,maharashtra,"Post. Lohara, Tah. Deori, Dist. Gondia",441901.0,,21.090907,80.37254300000001,0.0,SubCentre,Maharashtra,Gondiya *,Deori,Deori
3371,Chincholi (Bhu),Sub Center,Chincholi (Bhu),Under PHC Yenegur,Omerga,413606.0,02475-258368,18.1860659,76.04194090000001,0.0,SubCentre,Maharashtra,Osmanabad,Umarga,Umarga
3372,Sarola Maroti,Sub Center Building,Main Road Sarola Maroti,"At. Post. Sarola Maroti. Taluka Motala, Dist Buldana",Near by anganwadi kendra,443101.0,,20.686379000000002,76.105886,0.0,SubCentre,Maharashtra,Buldana,Motala,Motala
3373,Zamanzar,Primary Health Center Zamanzar,,,Zamanzar,425416.0,02569-232221,21.131411,73.694823,0.0,Primary Health Centre,Maharashtra,Nandurbar,Nawapur,nawapur
3374,Lohara,SUB CENTER LOHARA,SUB CENTER LOHARA,SUB CENTER LOHARA,SUB CENTER LOHARA,413517.0,2385267686,18.394711100000002,77.0219019,0.0,SubCentre,Maharashtra,Latur,Udgir,Udgir
3375,Angaon,Village Angoan,Bhiwandi Wada Highway,,At Post Angoan,421302.0,,19.371799,73.078683,0.0,SubCentre,Maharashtra,Thane,Bhiwandi,Bhiwandi
3376,R.H. Rahuri,R.H. Rahuri,navi peth,navin marathi school,R.H. Rahuri,413705.0,,19.392184,74.649834,0.0,Community Health Center,Maharashtra,Ahmadnagar,Rahuri,Rahuri
3377,Deori-2,Subcentre Deori-2,,Near RH area Deori,"At.Deori, post.Deorti Tah.Deori. Dist. Gondia",441904.0,,21.07553,80.36842299999999,0.0,SubCentre,Maharashtra,Gondiya *,Deori,Deori
3378,Mehekari,subcenter-mehekari,"ahmednagar beed road,",Gavthan,"Mehekari, Tal- Nagar",414002.0,9420802117,19.112264,74.870396,0.0,SubCentre,Maharashtra,Ahmadnagar,Nagar,Nagar
3379,TMC Balkum Health Centre,"Balkum Health Centre, Balkum, Thane (W)",19/balkum naka,Dadlani park road Balkum naka,19/Balkum/Thane,400608.0,022-25403602,19.215256,72.991821,0.0,Urban Health Posts,Maharashtra,Thane,Thane,\N
3380,Baladi,192/13,iti collage road baladi,near itit colage umarkhed,,445206.0,,19.57235862,77.752037,0.0,SubCentre,Maharashtra,Yavatmal,Umarkhed,Umarkhed
3381,Rangoli,subcernter rangoli,hupari inchalkarji road,marathi school near,charch near rangoli,416003.0,0,16.44,74.44,0.0,SubCentre,Maharashtra,Kolhapur,Hatkanangle,Hatkangale
3382,Dhondmal,SC DHONDMAL AWG,DHONDMAL AWG NEAR,AWG NEAR,DHONDMAL,422208.0,,20.30024,73.49055,0.0,SubCentre,Maharashtra,Nashik,Peint,Peint
3383,Chourakund,subcenter,,,chourakund,444702.0,,21.6736,77.0445,0.0,SubCentre,Maharashtra,Amravati,Dharni,Dharni
3384,Vavadi,SubCenter Vavadi,,,Vavadi,425416.0,,21.187170000000002,73.88013000000001,0.0,SubCentre,Maharashtra,Nandurbar,Nawapur,nawapur
3385,Marsawali,Marsawali,Marsawali,Marsawali,Marsawali,431134.0,,20.04534167,75.56715833,0.0,SubCentre,Maharashtra,Aurangabad,Phulambri,Phulambri
3386,Gadegaon,sc Gadegaon,near z.p.school,,,441804.0,,21.079948499999997,79.7876449,0.0,SubCentre,Maharashtra,Bhandara,Lakhani,Lakhani
3387,Adam,Subcenter Adam,Adam,On Mandhal Road,Adam,441210.0,7100220040,20.999589,79.449996,0.0,SubCentre,Maharashtra,Nagpur,Kuhi,Kuhi
3388,Shiroli,Shiroli,Shiroli,Bhor Mahad Road,Shiroli,412213.0,,0.0,0.0,0.0,SubCentre,Maharashtra,Pune,Bhor,Bhor
3389,Katewadi,,Near Baramati Indapur Road,Grampanchayat Katewadi,Katewadi,413102.0,02112/234336,18.184135,74.610763,0.0,Primary Health Centre,Maharashtra,Pune,Baramati,Baramati
3390,Bolda,,,,,431702.0,,19.5420641,77.26074240000001,439.0,SubCentre,Maharashtra,Hingoli *,Kalamnuri,Kalamnuri
3391,Gaur,Sub Center,Main Road,Main road,Kalamb,413525.0,02473-267600,18.407513,75.96809520000001,0.0,SubCentre,Maharashtra,Osmanabad,Kalamb,Kalamb
